Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 500
Lowest range: 0
Highest range: 500

No.	x-Coor	y-Coor
0	143	246
1	444	149
2	415	393
3	132	137
4	481	55
5	232	100
6	255	390
7	299	21
8	90	192
9	166	25
10	494	35
11	56	349
12	285	133
13	75	184
14	124	48
15	151	155
16	140	130
17	267	454
18	91	348
19	44	395
20	269	384
21	14	397
22	103	136
23	166	173
24	160	35
25	83	135
26	498	286
27	246	273
28	76	460
29	349	41
30	173	48
31	188	1
32	18	383
33	456	241
34	83	67
35	26	348
36	251	297
37	46	427
38	296	216
39	428	457
40	394	206
41	51	483
42	110	234
43	271	410
44	65	169
45	46	429
46	236	184
47	276	320
48	98	161
49	166	168
50	44	217
51	205	241
52	316	252
53	83	54
54	366	160
55	119	388
56	373	88
57	46	267
58	368	397
59	203	171
60	150	192
61	490	1
62	480	86
63	147	42
64	219	75
65	194	471
66	392	167
67	99	148
68	369	160
69	18	222
70	109	199
71	169	308
72	194	18
73	185	260
74	71	496
75	5	293
76	244	418
77	144	488
78	333	89
79	424	422
80	235	187
81	478	461
82	312	490
83	116	470
84	329	383
85	386	450
86	90	269
87	395	389
88	468	284
89	226	315
90	288	454
91	29	341
92	274	186
93	114	200
94	492	231
95	120	46
96	17	12
97	94	33
98	253	460
99	53	436
100	134	238
101	363	337
102	137	10
103	6	129
104	322	130
105	66	363
106	351	400
107	20	209
108	185	289
109	146	26
110	419	250
111	139	328
112	449	20
113	261	154
114	431	56
115	100	105
116	235	495
117	265	61
118	344	263
119	100	356
120	401	249
121	244	414
122	358	162
123	112	119
124	437	474
125	125	430
126	340	92
127	275	8
128	432	132
129	339	374
130	326	461
131	337	362
132	100	376
133	48	376
134	72	73
135	168	225
136	362	291
137	440	53
138	173	274
139	330	121
140	4	440
141	80	457
142	249	402
143	214	156
144	384	223
145	326	318
146	187	59
147	234	422
148	211	58
149	310	115
150	445	189
151	90	220
152	380	358
153	473	447
154	425	473
155	90	92
156	377	339
157	177	230
158	404	30
159	31	169
160	236	123
161	364	191
162	24	437
163	152	325
164	67	169
165	288	189
166	355	62
167	138	152
168	146	5
169	305	338
170	11	198
171	197	240
172	63	276
173	225	448
174	328	29
175	193	274
176	436	112
177	233	275
178	116	389
179	342	444
180	183	292
181	362	89
182	460	345
183	473	162
184	365	238
