Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 500
Lowest range: 0
Highest range: 500

No.	x-Coor	y-Coor
0	206	138
1	477	300
2	331	425
3	276	500
4	221	470
5	470	30
6	25	192
7	450	4
8	287	62
9	246	271
10	407	285
11	277	211
12	73	67
13	375	240
14	57	283
15	81	478
16	19	139
17	484	292
18	200	137
19	128	150
20	163	442
21	229	9
22	444	461
23	252	177
24	288	225
25	77	351
26	328	391
27	298	298
28	375	455
29	403	365
30	185	493
31	367	284
32	369	14
33	398	466
34	313	249
35	387	245
36	263	460
37	290	271
38	464	92
39	488	1
40	486	348
41	374	1
42	141	15
43	188	7
44	113	117
45	363	443
46	211	231
47	401	357
48	377	32
49	43	477
50	328	407
51	247	333
52	4	202
53	244	161
54	169	451
55	180	26
56	353	144
57	123	384
58	482	371
59	429	20
60	371	424
61	261	79
62	449	182
63	247	133
64	364	350
65	69	496
66	361	394
67	478	227
68	71	235
69	13	41
70	100	46
71	434	71
72	61	215
73	140	179
74	441	314
75	81	283
76	438	141
77	432	392
78	164	175
79	47	312
80	356	17
81	457	209
82	476	136
83	429	4
84	353	17
85	345	290
86	248	24
87	428	218
88	489	56
89	69	79
90	62	341
91	282	6
92	303	420
93	39	18
94	76	179
95	19	358
96	83	471
97	14	317
98	195	199
99	27	11
100	443	399
101	319	299
102	59	174
103	423	315
104	215	50
105	382	294
106	340	86
107	247	167
108	159	308
109	75	107
110	355	301
111	464	3
112	475	43
113	376	39
114	489	291
115	277	356
116	134	120
117	340	478
118	432	425
119	254	476
120	25	473
121	378	50
122	225	329
123	270	8
124	404	238
125	357	326
126	128	293
127	255	243
128	167	452
129	7	107
130	285	257
131	261	415
132	426	310
133	140	252
134	218	348
135	338	80
136	404	490
137	186	86
138	120	485
139	225	39
140	138	37
141	35	358
142	472	44
143	348	341
144	498	310
145	200	269
146	461	87
147	141	330
148	20	491
149	283	60
150	222	153
151	167	272
152	41	158
153	261	160
154	380	114
155	60	34
156	162	422
157	83	400
158	419	85
159	275	325
160	9	119
161	73	291
162	351	408
163	158	7
164	320	74
165	156	358
166	202	192
167	314	464
168	330	424
169	389	43
170	314	413
171	305	31
172	483	498
173	306	166
174	453	87
175	147	488
176	444	269
177	77	452
178	238	490
179	127	119
180	433	362
181	480	118
182	369	455
183	427	332
184	366	124
185	181	24
186	183	224
187	66	336
188	310	264
189	335	385
190	13	363
191	152	389
192	250	46
193	487	47
194	361	242
195	444	104
196	171	48
197	298	326
198	387	76
199	234	317
200	448	488
201	78	405
202	202	25
203	28	20
204	55	109
205	130	301
206	488	365
207	56	354
208	78	120
209	407	388
210	413	216
211	85	166
212	46	214
213	486	485
214	373	327
215	40	128
216	79	134
217	349	6
218	41	437
219	453	421
220	334	310
221	480	176
222	223	188
223	205	473
224	281	58
225	271	301
226	37	101
227	99	274
228	277	337
229	246	113
230	399	122
231	231	238
232	463	71
233	91	161
234	319	222
235	183	139
236	465	39
237	1	284
238	14	64
239	22	102
240	416	314
241	340	130
242	332	230
243	118	163
244	283	280
245	108	244
246	487	17
247	268	385
248	8	200
249	228	221
250	111	282
251	136	42
252	470	354
253	138	419
254	112	369
255	7	362
256	244	232
257	202	231
258	348	75
259	349	333
260	187	298
261	431	427
262	115	204
263	190	74
264	327	311
265	13	51
266	446	160
267	311	265
268	73	206
269	162	386
270	220	117
271	241	141
272	227	49
273	275	479
274	89	250
275	79	52
276	315	39
277	401	227
278	211	21
279	117	75
280	234	85
281	28	33
282	302	38
283	281	206
284	203	438
285	176	9
286	494	465
287	379	92
288	31	392
289	304	262
290	13	6
291	172	350
292	197	39
293	34	226
294	160	443
295	245	425
296	246	94
297	183	63
298	114	240
299	201	29
300	490	281
301	107	126
302	44	209
303	159	134
304	25	277
305	361	487
306	29	239
307	71	25
308	66	224
309	171	20
310	296	87
311	348	423
312	85	301
313	213	55
314	270	231
315	302	166
316	268	358
317	212	92
318	433	286
319	392	450
320	283	113
321	350	72
322	2	483
323	295	141
324	357	414
325	485	219
326	410	211
327	279	138
328	174	59
329	186	437
330	108	116
331	394	312
332	75	182
333	77	276
334	176	274
335	472	491
336	78	198
337	499	456
338	247	415
339	445	26
340	209	317
341	473	453
342	243	212
343	469	402
344	140	112
345	494	153
346	421	141
347	364	428
348	151	156
349	115	64
350	242	392
351	368	472
352	391	221
353	365	88
354	35	349
355	196	274
356	463	31
357	465	363
358	491	130
359	426	314
360	314	94
361	359	163
362	457	192
363	179	242
364	439	77
365	67	356
366	53	498
367	127	373
368	403	261
369	336	437
370	88	242
371	305	246
372	166	48
373	114	110
374	302	143
375	238	236
376	229	30
377	332	441
378	415	297
379	383	246
380	87	128
381	3	69
382	484	93
383	377	443
384	498	290
385	125	486
386	82	193
387	103	66
388	64	246
389	404	367
390	279	72
391	70	300
392	121	335
393	291	478
394	446	121
395	97	200
396	443	386
397	320	136
398	364	315
399	320	192
400	266	168
401	273	233
402	145	438
403	3	127
404	110	399
405	148	324
406	476	377
407	165	399
408	429	317
409	441	282
410	157	475
411	23	126
412	61	317
413	244	4
414	473	447
415	241	400
416	496	147
417	152	192
418	362	356
419	493	85
420	458	166
421	484	188
422	400	159
423	345	194
424	298	172
425	317	374
426	106	307
427	438	315
428	196	278
429	328	137
430	47	409
431	498	109
432	183	368
433	459	394
434	265	467
435	141	363
436	465	101
437	381	179
438	14	161
439	8	113
440	72	487
441	281	291
442	305	205
443	200	323
444	309	17
445	456	14
446	273	264
447	31	129
448	25	365
449	222	384
450	345	430
451	93	149
452	192	147
453	135	34
454	230	264
455	133	347
456	300	240
457	24	88
458	219	401
459	242	469
460	60	171
461	336	130
462	291	215
463	356	34
464	421	61
465	294	224
466	42	45
467	73	395
468	403	137
469	370	6
470	418	492
471	276	353
472	235	302
473	65	333
474	266	265
475	78	340
476	316	271
477	7	494
478	196	105
479	69	166
480	477	271
481	359	489
482	251	255
483	382	323
484	64	295
485	37	364
486	396	8
487	70	355
488	331	429
489	250	111
490	318	309
491	299	289
492	144	235
493	335	134
494	35	417
495	341	130
496	497	198
497	426	273
498	320	139
499	400	417
500	346	237
