Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 500
Lowest range: 0
Highest range: 500

No.	x-Coor	y-Coor
0	410	391
1	302	320
2	314	34
3	481	428
4	146	293
5	255	499
6	106	325
7	131	330
8	113	196
9	191	82
10	192	31
11	204	275
12	76	30
13	136	48
14	464	489
15	159	470
16	160	215
17	458	412
18	19	479
19	440	240
20	433	396
21	158	352
22	279	369
23	38	318
24	60	495
25	224	147
26	174	67
27	135	437
28	16	69
29	48	431
30	383	293
31	295	240
32	357	487
33	401	254
34	146	154
35	229	499
36	64	413
37	480	464
38	126	41
39	111	152
40	437	108
41	4	392
42	348	330
43	467	145
44	65	39
45	388	356
46	187	404
47	124	89
48	345	304
49	463	475
50	428	479
51	214	236
52	73	367
53	275	296
54	385	250
55	250	257
56	94	110
57	434	235
58	82	342
59	262	343
60	15	191
61	31	324
62	497	82
63	491	106
64	480	217
65	116	283
66	367	77
67	149	307
68	9	236
69	239	390
70	62	107
71	247	385
72	395	29
73	57	174
74	11	327
75	469	304
76	173	227
77	493	416
78	201	290
79	131	209
80	137	231
81	472	465
82	229	275
83	182	402
84	437	449
85	207	363
86	425	426
87	281	118
88	224	346
89	55	284
90	33	213
91	430	129
92	361	305
93	430	288
94	452	195
95	172	143
96	205	302
97	286	385
98	46	102
99	349	33
100	439	388
101	156	411
102	12	227
103	426	365
104	476	493
105	252	218
106	313	132
107	378	246
108	419	34
109	138	176
110	168	165
111	130	481
112	89	341
113	452	486
114	115	290
115	76	45
116	110	391
117	201	310
118	123	229
119	144	364
120	65	358
121	114	209
122	280	417
123	434	413
124	200	477
125	54	393
126	34	273
127	415	125
128	208	211
129	4	288
130	499	275
131	183	107
132	63	245
133	101	412
134	325	355
135	288	179
136	418	281
137	244	66
138	132	106
139	112	215
140	75	148
141	256	331
142	500	295
143	323	304
144	1	229
145	118	390
146	27	196
147	378	220
148	424	195
149	254	148
150	452	235
151	101	205
152	481	55
153	389	176
154	329	439
155	317	64
156	428	18
157	463	460
158	280	208
159	44	76
160	417	164
161	110	468
162	294	395
163	259	210
164	338	434
165	198	26
166	100	197
167	219	163
168	212	426
169	435	5
170	99	359
171	342	203
172	160	7
173	33	328
174	357	195
175	158	327
176	425	239
177	436	279
178	159	417
179	318	233
180	462	112
181	113	134
182	135	274
183	166	104
184	87	93
185	409	99
186	435	13
187	372	200
188	189	492
189	466	61
190	476	141
191	135	271
192	8	131
193	194	154
194	248	10
195	434	273
196	472	330
197	318	137
198	186	204
199	357	405
200	96	210
201	479	78
202	94	251
203	485	454
204	446	301
205	402	363
206	150	134
207	336	449
208	164	467
209	122	6
210	453	125
211	378	140
212	58	143
213	274	278
214	147	426
215	99	273
216	247	380
217	453	143
218	102	126
219	145	189
220	380	214
221	123	17
222	158	465
223	13	233
224	408	331
225	98	323
226	430	417
227	312	476
228	424	58
229	83	378
230	180	83
231	90	242
232	60	164
233	280	73
234	247	393
235	211	460
236	453	466
237	49	382
238	41	128
239	307	321
240	270	257
241	141	174
242	101	243
243	289	247
244	293	38
245	486	337
246	211	20
247	416	174
248	74	73
249	49	224
250	85	13
251	429	149
252	145	246
253	243	399
254	111	320
255	253	239
256	294	234
257	411	203
258	155	165
259	252	250
260	401	496
261	366	134
262	432	286
263	55	259
264	343	72
265	490	31
266	437	146
267	438	465
268	451	193
269	408	82
270	442	442
271	272	341
272	42	203
273	210	135
274	45	445
275	34	108
276	1	300
277	245	322
278	301	134
279	377	18
280	434	80
281	474	7
282	390	158
283	267	448
284	382	402
285	386	28
286	373	98
287	180	311
288	92	60
289	477	271
290	492	51
291	359	275
292	362	269
293	287	37
294	40	19
295	141	296
296	434	466
297	13	242
298	295	118
299	336	463
300	462	419
301	163	409
302	12	94
303	181	159
304	35	151
305	294	491
306	479	152
307	343	31
308	266	178
309	298	491
310	139	98
311	496	268
312	441	56
313	258	406
314	271	298
315	455	205
316	234	245
317	362	477
318	229	441
319	370	225
320	479	278
321	383	254
322	257	122
323	490	483
324	13	253
325	221	473
326	353	234
327	484	437
328	72	127
329	2	246
330	200	172
331	324	196
332	255	333
333	249	60
334	163	351
335	233	175
336	49	195
337	109	96
338	344	38
339	198	69
340	420	174
341	142	352
342	201	491
343	36	135
344	458	410
345	178	87
346	232	418
347	35	287
348	97	89
349	230	65
350	216	241
351	147	4
352	383	109
353	473	130
354	19	178
355	252	54
356	315	74
357	288	75
358	470	137
359	473	21
360	247	89
361	360	332
362	282	417
363	70	157
364	350	373
365	351	479
366	56	229
367	380	37
368	136	180
369	121	51
370	332	25
371	330	30
372	45	38
373	25	165
374	210	142
375	8	82
376	101	300
377	263	464
378	30	253
379	302	313
380	118	497
381	299	365
382	119	138
383	88	424
384	479	21
385	336	128
386	95	266
387	500	418
388	473	107
389	360	226
390	238	181
391	245	134
392	198	133
393	242	42
394	421	213
395	493	90
396	19	227
397	403	365
398	103	494
399	320	145
400	97	200
401	45	209
402	387	287
403	220	468
404	476	273
405	443	438
406	138	130
407	177	320
408	233	131
409	292	203
410	168	288
411	299	151
412	191	283
413	130	198
414	474	25
415	16	8
416	194	236
417	314	223
418	51	183
419	341	257
420	447	480
421	61	60
422	258	70
423	188	113
424	415	291
425	49	164
426	247	171
427	263	488
428	282	335
429	90	163
430	464	164
431	6	149
432	486	101
433	349	174
434	200	247
435	101	190
436	295	128
437	143	430
438	211	284
439	54	311
440	469	61
441	292	219
442	402	259
443	321	419
444	462	10
445	31	135
446	69	44
447	8	32
448	206	221
449	497	144
450	206	477
451	132	1
452	445	68
453	261	462
454	377	258
455	440	44
456	135	345
457	436	239
458	140	152
459	298	93
460	410	385
461	346	69
462	51	4
463	135	448
464	103	477
465	246	296
466	213	76
467	454	251
468	336	105
469	123	149
470	401	183
471	403	268
472	172	498
473	41	176
474	236	151
475	412	485
476	326	492
477	63	497
478	438	85
479	389	18
480	440	198
481	226	369
482	127	447
483	479	330
484	424	496
485	82	64
486	193	451
487	389	266
488	350	329
489	306	58
490	229	265
491	268	400
492	423	315
493	356	29
494	24	32
495	160	191
496	499	172
497	204	180
498	120	198
499	9	456
500	180	454
