Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 500
Lowest range: 0
Highest range: 500

No.	x-Coor	y-Coor
0	171	207
1	10	359
2	313	390
3	256	377
4	88	278
5	338	229
6	227	315
7	273	72
8	386	385
9	93	15
10	356	7
11	311	54
12	327	353
13	446	281
14	297	327
15	334	290
16	452	246
17	157	378
18	90	371
19	414	475
20	426	311
21	260	404
22	350	65
23	449	395
24	461	222
25	304	468
26	470	72
27	437	96
28	287	154
29	163	272
30	375	12
31	314	379
32	200	153
33	403	5
34	350	499
35	351	89
36	161	327
37	213	42
38	419	482
39	124	232
40	465	352
41	402	471
42	296	407
43	31	401
44	467	280
45	453	415
46	395	185
47	389	4
48	374	170
49	142	176
50	399	478
51	74	323
52	100	28
53	222	196
54	398	290
55	244	366
56	179	56
57	165	316
58	86	382
59	107	49
60	246	219
61	471	362
62	18	486
63	264	174
64	77	119
65	34	37
66	434	343
67	105	237
68	193	191
69	75	121
70	146	45
71	274	31
72	25	194
73	137	497
74	482	196
75	196	76
76	144	38
77	141	474
78	296	383
79	161	350
80	50	401
81	6	431
82	43	456
83	480	343
84	29	172
85	328	277
86	410	127
87	192	414
88	64	206
89	126	211
90	17	376
91	341	470
92	319	384
93	151	309
94	174	172
95	318	444
96	175	491
97	250	409
98	204	9
99	255	104
100	338	407
101	302	326
102	329	247
103	493	156
104	500	108
105	208	360
106	115	275
107	106	173
108	73	480
109	454	131
110	484	477
111	486	326
112	476	447
113	224	223
114	286	19
115	497	441
116	490	409
117	83	133
118	431	444
119	188	352
120	175	495
121	224	46
122	89	77
123	66	79
124	346	128
125	271	409
126	451	250
127	433	315
128	116	402
129	151	327
130	48	334
131	292	223
132	498	267
133	24	267
134	135	82
135	303	47
136	74	40
137	278	76
138	145	292
139	314	37
140	220	209
141	85	310
142	190	272
143	444	185
144	399	67
145	19	379
146	139	128
147	239	275
148	13	152
149	242	499
150	253	358
151	379	242
152	322	493
153	243	460
154	377	260
155	458	347
156	418	179
157	147	210
158	205	151
159	318	163
160	271	235
161	84	243
162	102	405
163	454	375
164	328	311
165	122	304
166	484	294
167	473	390
168	183	185
169	257	412
170	271	147
171	121	263
172	302	76
173	474	184
174	394	324
175	370	428
176	317	271
177	366	481
178	367	495
179	69	253
180	376	68
181	311	360
182	421	239
183	159	399
184	64	22
185	222	347
186	205	449
187	443	492
188	376	13
189	348	11
190	43	56
191	430	113
192	263	124
193	150	361
194	255	59
195	231	92
196	231	328
197	225	48
198	45	374
199	25	126
200	10	490
201	306	385
202	445	489
203	80	195
204	284	184
205	316	175
206	329	439
207	346	304
208	476	317
209	487	355
210	480	83
211	103	31
212	107	71
213	44	452
214	229	204
215	174	385
216	210	153
217	444	348
218	150	419
219	200	485
220	311	359
221	191	360
222	320	395
223	478	41
224	463	454
225	195	137
226	145	382
227	363	158
228	359	358
229	213	359
230	236	66
231	228	442
232	491	152
233	337	261
234	367	219
235	491	429
236	381	386
237	52	456
238	476	172
239	205	316
240	373	214
241	357	83
242	242	102
243	204	17
244	484	327
245	445	260
246	220	122
247	320	15
248	321	207
249	448	353
250	35	195
251	154	45
252	63	193
253	243	54
254	144	348
255	420	75
256	494	357
257	320	273
258	158	213
259	337	103
260	117	192
261	216	348
262	227	364
263	102	277
264	310	116
265	10	57
266	485	484
267	407	308
268	61	285
269	374	449
270	66	329
271	31	215
272	256	220
273	198	492
274	167	15
275	487	367
276	36	249
277	270	20
278	190	111
279	242	352
280	206	256
281	19	6
282	437	50
283	483	143
284	223	244
285	321	141
286	371	348
287	463	88
288	229	219
289	372	225
290	433	136
291	395	211
292	157	370
293	115	375
294	436	10
295	420	319
296	401	80
297	237	39
298	2	185
299	130	428
300	38	233
301	225	329
302	80	466
303	155	0
304	122	345
305	485	162
306	15	34
307	316	490
308	40	5
309	24	216
310	181	38
311	335	209
312	425	120
313	192	197
314	181	9
315	113	497
316	133	489
317	493	418
318	107	73
319	65	209
320	288	172
321	450	196
322	358	491
323	24	14
324	384	181
325	38	50
326	32	499
327	201	7
328	449	488
329	179	224
330	367	471
331	211	134
332	278	332
333	298	17
334	251	388
335	163	424
336	218	347
337	442	422
338	301	120
339	305	43
340	27	7
341	461	85
342	488	23
343	246	150
344	286	372
345	255	68
346	342	347
347	220	78
348	382	156
349	77	435
350	208	456
351	435	311
352	44	100
353	403	140
354	70	362
355	464	293
356	449	167
357	366	233
358	435	72
359	215	30
360	389	39
361	247	379
362	279	241
363	452	20
364	497	435
365	34	187
366	60	151
367	385	487
368	40	235
369	41	351
370	286	486
371	319	432
372	272	422
373	87	110
374	154	433
375	369	489
376	351	333
377	244	11
378	244	87
379	233	105
380	313	221
381	139	488
382	282	176
383	31	23
384	119	137
385	329	261
386	457	88
387	205	81
388	257	115
389	228	35
390	313	223
391	484	325
392	405	177
393	102	20
394	190	146
395	405	430
396	161	144
397	127	260
398	238	61
399	406	441
400	336	268
401	7	279
402	484	94
403	472	315
404	306	165
405	156	29
406	474	386
407	350	288
408	427	73
409	443	167
410	464	5
411	326	48
412	15	413
413	497	126
414	184	164
415	60	218
416	386	167
417	78	14
418	157	255
419	485	160
420	461	68
421	5	317
422	86	195
423	277	81
424	432	99
425	155	414
426	300	83
427	371	461
428	486	313
429	18	411
430	266	173
431	58	285
432	104	454
433	312	283
434	157	155
435	127	99
436	406	400
437	173	326
438	491	251
439	85	361
440	75	414
441	390	428
442	326	125
443	428	126
444	329	209
445	219	146
446	21	102
447	480	25
448	466	324
449	247	103
450	56	201
451	295	63
452	465	314
453	326	188
454	421	482
455	115	237
456	154	252
457	68	77
458	59	203
459	403	455
460	438	44
461	399	63
462	376	293
463	424	272
464	89	53
465	182	194
466	318	131
467	400	441
468	101	43
469	393	237
470	499	145
471	219	272
472	105	428
473	372	435
474	406	220
475	215	311
476	347	337
477	122	96
478	149	418
479	1	317
480	231	492
481	185	481
482	294	11
483	372	72
484	420	395
485	71	9
486	239	326
487	269	482
488	6	332
489	251	277
490	166	406
491	301	9
492	232	188
493	215	387
494	49	477
495	338	402
496	289	72
497	89	91
498	229	234
499	154	249
500	168	258
