Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 500
Lowest range: 0
Highest range: 500

No.	x-Coor	y-Coor
0	329	450
1	120	302
2	59	485
3	37	369
4	239	295
5	96	134
6	410	6
7	395	102
8	399	388
9	147	340
10	150	399
11	337	46
12	352	381
13	470	382
14	241	212
15	401	42
16	214	24
17	24	242
18	159	277
19	336	107
20	126	304
21	131	131
22	246	125
23	356	184
24	22	134
25	379	265
26	393	465
27	200	444
28	211	124
29	349	207
30	19	226
31	14	156
32	269	393
33	141	261
34	375	160
35	37	121
36	241	459
37	228	440
38	152	8
39	104	164
40	165	186
41	105	489
42	406	226
43	461	190
44	394	292
45	267	473
46	295	282
47	390	305
48	245	424
49	490	427
50	127	4
51	152	498
52	451	290
53	424	73
54	221	497
55	236	381
56	431	356
57	6	88
58	83	124
59	422	3
60	367	110
61	177	448
62	389	45
63	164	211
64	97	378
65	416	326
66	285	320
67	274	88
68	324	216
69	86	55
70	2	78
71	424	443
72	128	350
73	94	154
74	273	240
75	464	369
76	300	191
77	359	416
78	75	318
79	48	364
80	484	404
81	95	56
82	175	261
83	70	11
84	131	47
85	409	428
86	493	374
87	419	220
88	265	262
89	208	296
90	275	297
91	45	38
92	68	41
93	421	177
94	79	47
95	331	19
96	268	43
97	29	234
98	73	118
99	288	149
100	346	484
101	414	249
102	149	150
103	51	350
104	55	79
105	16	138
106	345	157
107	201	27
108	245	57
109	301	45
110	81	317
111	383	194
112	12	227
113	52	492
114	210	326
115	253	152
116	149	119
117	454	91
118	376	314
119	227	236
120	414	178
121	11	318
122	189	325
123	45	117
124	112	24
125	263	352
126	215	355
127	148	176
128	485	276
129	320	477
130	270	458
131	369	434
132	419	433
133	205	43
134	32	411
135	433	46
136	462	325
137	18	491
138	468	443
139	272	355
140	151	122
141	400	443
142	66	26
143	153	17
144	157	404
145	322	351
146	389	228
147	117	176
148	242	299
149	177	208
150	431	128
151	231	215
152	21	178
153	188	329
154	294	298
155	151	55
156	47	416
157	133	181
158	174	340
159	499	33
160	203	214
161	374	292
162	158	492
163	58	323
164	403	481
165	202	207
166	339	293
167	264	442
168	116	287
169	1	16
170	236	314
171	30	296
172	190	367
173	212	443
174	31	443
175	368	306
176	499	199
177	119	495
178	120	245
179	328	88
180	394	132
181	446	175
182	474	375
183	252	193
184	477	89
185	264	256
186	311	57
187	338	422
188	172	324
189	212	123
190	81	124
191	18	187
192	125	244
193	28	170
194	271	124
195	144	446
196	409	297
197	399	262
198	9	483
199	492	200
200	34	415
201	114	265
202	493	235
203	79	43
204	286	25
205	40	129
206	225	314
207	286	287
208	366	124
209	403	40
210	60	406
211	299	142
212	342	411
213	380	136
214	68	365
215	361	458
216	423	484
217	14	276
218	208	194
219	337	34
220	33	102
221	430	385
222	313	81
223	88	487
224	207	5
225	370	348
226	389	7
227	167	183
228	295	300
229	37	478
230	230	413
231	313	230
232	482	409
233	256	39
234	335	422
235	271	37
236	112	76
237	443	332
238	150	136
239	417	432
240	338	443
241	386	350
242	115	488
