Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 500
Lowest range: 0
Highest range: 500

No.	x-Coor	y-Coor
0	441	220
1	276	68
2	135	378
3	253	262
4	237	362
5	438	298
6	360	264
7	494	114
8	184	349
9	475	230
10	316	17
11	265	27
12	294	369
13	167	10
14	100	220
15	193	17
16	343	125
17	298	83
18	484	250
19	75	402
20	264	165
21	191	92
22	208	388
23	64	231
24	353	261
25	54	338
26	94	480
27	180	283
28	283	360
29	136	308
30	471	168
31	115	120
32	440	91
33	201	263
34	410	180
35	365	210
36	61	337
37	306	390
38	270	184
39	169	101
40	190	376
41	402	8
42	67	206
43	262	176
44	447	67
45	241	353
46	139	103
47	434	449
48	105	122
49	94	408
50	138	111
51	414	441
52	488	420
53	286	307
54	326	444
55	56	110
56	171	393
57	43	299
58	189	459
59	339	344
60	498	476
61	148	269
62	359	389
63	187	18
64	415	116
65	414	332
66	349	131
67	91	115
68	111	343
69	463	476
70	105	101
71	49	405
72	473	404
73	327	283
74	366	146
75	321	189
76	352	463
77	353	196
78	337	29
79	490	111
80	148	360
81	425	366
82	175	466
83	341	18
84	196	429
85	495	44
86	291	228
87	52	401
88	477	392
89	433	48
90	458	313
91	190	381
92	130	296
93	179	289
94	234	167
95	33	274
96	288	29
97	221	357
98	204	481
99	190	201
100	216	391
101	371	172
102	22	41
103	47	278
104	267	229
105	367	198
106	276	147
107	13	354
108	153	131
109	277	217
110	164	88
111	88	321
112	20	193
113	221	166
114	473	185
115	240	482
116	343	332
117	405	40
118	386	395
119	93	483
120	132	178
121	466	354
122	88	476
123	429	307
124	447	19
125	128	167
126	192	217
127	3	330
128	233	310
129	177	171
130	475	225
131	172	442
132	455	245
133	242	342
134	427	285
135	328	226
136	60	393
137	391	151
138	111	269
139	159	205
140	241	397
141	38	341
142	339	120
143	206	146
144	18	229
145	164	266
146	156	391
147	244	430
148	131	14
149	353	287
150	141	347
151	469	486
152	245	420
153	135	239
154	18	134
155	1	281
156	465	96
157	144	457
158	77	5
159	201	379
160	171	190
161	89	358
162	414	112
163	294	61
164	156	416
165	39	100
166	479	359
167	308	5
168	84	192
169	17	286
170	434	321
171	332	30
172	256	335
173	409	246
174	332	218
175	72	404
176	190	323
177	184	373
178	101	457
179	237	213
180	16	115
181	426	22
182	341	238
183	219	291
184	177	36
185	184	473
186	437	221
187	104	215
188	451	227
189	126	459
190	484	246
191	480	363
192	277	151
193	11	251
194	22	137
195	66	32
196	400	168
197	472	310
198	84	43
199	152	118
200	327	169
201	113	498
202	58	363
203	351	364
204	91	272
205	416	359
206	364	220
207	163	163
208	335	84
209	461	446
210	434	3
211	352	428
212	201	21
213	461	235
214	16	472
215	135	26
216	39	196
217	107	76
218	283	420
219	183	270
220	421	362
221	225	225
222	258	408
223	441	475
224	472	424
225	250	432
226	49	48
227	246	78
228	16	13
229	5	86
230	399	364
231	274	321
232	23	117
233	298	435
234	48	204
235	289	493
236	388	281
237	332	355
238	403	219
239	207	238
240	500	366
241	426	194
242	30	403
243	474	424
244	141	371
245	44	166
246	449	200
247	255	73
248	191	319
249	145	319
250	244	168
251	436	358
252	142	202
253	340	58
254	493	204
255	437	157
256	431	492
257	362	234
258	496	342
259	343	174
260	81	214
261	348	293
262	333	101
263	340	119
264	158	81
265	438	490
266	216	404
267	467	454
268	37	188
269	183	162
270	170	54
271	182	199
272	482	277
273	260	72
274	17	278
275	237	300
276	40	52
277	13	303
278	172	328
279	371	61
280	243	73
281	293	222
282	260	148
283	307	139
284	130	196
285	120	9
286	34	102
287	71	101
288	75	85
289	151	242
290	115	266
291	117	42
292	426	284
293	464	45
294	41	283
295	265	266
296	467	355
297	154	309
298	126	273
299	456	33
300	181	69
301	242	457
302	134	318
303	314	362
304	331	172
305	393	291
306	269	1
307	24	404
308	351	202
309	454	386
310	468	8
311	21	369
312	56	378
313	293	56
314	18	295
315	494	24
316	153	45
317	464	380
318	476	316
319	196	250
320	77	184
321	174	286
322	407	318
323	75	156
324	129	486
325	64	207
326	432	187
327	214	268
328	436	483
329	312	288
330	92	369
331	77	266
332	211	249
333	34	167
334	15	350
335	81	295
336	343	159
337	7	308
338	412	193
339	468	335
340	279	208
341	204	405
342	368	143
343	497	128
344	239	402
345	139	342
346	457	293
347	442	175
348	226	199
349	23	222
350	163	314
351	413	296
352	360	22
353	236	452
354	122	244
355	477	241
356	21	331
357	112	392
358	163	341
359	101	379
360	299	258
361	31	73
362	176	3
363	402	438
364	269	302
365	333	467
366	283	242
367	212	315
368	66	93
369	31	330
370	324	227
371	455	441
372	278	209
373	351	97
374	156	387
375	337	217
376	153	65
377	74	350
378	265	78
379	348	3
380	116	358
381	194	338
382	191	310
383	76	181
384	98	80
385	393	71
386	261	41
387	331	269
388	178	84
389	317	465
390	140	25
391	92	104
392	42	225
393	180	58
394	193	235
395	251	87
396	246	55
397	164	286
398	157	334
399	182	489
400	299	81
401	147	316
402	129	224
403	117	322
404	52	91
405	231	454
406	362	143
407	333	266
408	410	34
409	91	100
410	382	333
411	159	169
412	341	473
413	129	278
414	404	271
415	286	99
416	213	88
417	450	226
418	76	456
419	397	464
420	432	256
421	143	40
422	21	267
423	103	198
424	401	178
425	376	390
426	206	373
427	197	498
428	284	82
429	302	299
430	107	218
431	221	135
432	88	480
433	285	474
434	203	57
435	338	326
436	55	493
437	432	213
438	270	64
439	24	156
440	368	230
441	432	362
442	495	494
443	70	84
444	165	243
445	225	346
446	397	412
447	398	490
448	377	29
449	464	251
450	67	487
451	182	301
452	361	110
453	302	481
454	214	344
455	297	166
456	361	160
457	487	464
458	28	477
459	60	207
460	275	208
461	270	433
462	354	233
463	305	321
464	233	397
465	126	262
466	173	348
467	252	51
468	492	302
469	289	365
470	412	54
471	200	16
472	138	322
473	92	159
474	42	244
475	28	409
476	107	119
477	133	92
478	14	199
479	12	49
480	14	134
481	240	229
482	485	381
483	447	2
484	294	159
485	255	402
486	375	285
487	90	263
488	157	465
489	131	425
490	224	357
491	413	1
492	360	9
493	343	366
494	365	471
495	163	363
496	281	186
497	101	388
498	415	469
499	243	346
500	315	156
