Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 500
Lowest range: 0
Highest range: 500

No.	x-Coor	y-Coor
0	229	491
1	255	167
2	21	321
3	177	63
4	138	187
5	41	255
6	202	90
7	484	156
8	256	325
9	110	236
10	289	453
11	386	396
12	450	241
13	131	60
14	66	154
15	363	203
16	379	214
17	14	262
18	124	327
19	288	132
20	352	378
21	165	207
22	129	195
23	334	153
24	7	200
25	48	394
26	403	325
27	194	482
28	290	25
29	63	330
30	315	458
31	116	490
32	263	175
33	235	455
34	487	384
35	246	158
36	207	119
37	216	143
38	311	399
39	291	107
40	51	199
41	101	254
42	279	308
43	484	184
44	105	420
45	52	253
46	127	1
47	370	115
48	113	306
49	242	396
50	289	84
51	402	212
52	109	318
53	100	469
54	163	81
55	350	157
56	96	325
57	382	98
58	196	189
59	19	332
60	28	152
61	45	117
62	269	106
63	284	223
64	113	182
65	438	499
66	410	409
67	435	384
68	418	20
69	302	352
70	306	6
71	336	459
72	303	222
73	83	473
74	136	145
75	394	273
76	145	89
77	66	471
78	212	484
79	347	479
80	398	17
81	306	444
82	435	231
83	351	277
84	447	413
85	386	226
86	61	333
87	398	183
88	284	176
89	476	194
90	286	243
91	29	367
92	495	238
93	218	134
94	130	240
95	372	61
96	60	165
97	405	178
98	150	314
99	486	12
100	460	324
101	494	292
102	455	110
103	17	14
104	106	112
105	410	337
106	33	443
107	173	494
108	70	248
109	181	187
110	399	367
111	5	162
112	141	123
113	373	411
114	46	311
115	2	223
116	177	222
117	345	14
118	214	276
119	1	155
120	288	95
121	310	248
122	471	93
123	404	46
124	316	406
125	214	480
126	101	249
127	217	492
128	137	27
129	426	121
130	317	268
131	392	62
132	271	216
133	238	124
134	273	161
135	484	324
136	305	333
137	182	37
138	393	434
139	126	432
140	132	141
141	155	126
142	18	161
143	308	276
144	498	155
145	358	51
146	360	120
147	474	195
148	365	55
149	49	119
150	264	486
151	433	253
152	80	173
153	110	80
154	299	96
155	74	76
156	368	25
157	418	4
158	138	269
159	406	255
160	127	422
161	40	210
162	273	191
163	397	304
164	38	130
165	232	260
166	27	360
