Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 100
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	28	0
1	70	89
2	26	38
3	65	54
4	54	71
5	66	5
6	81	40
7	44	99
8	67	15
9	8	4
10	82	27
11	70	12
12	8	98
13	22	28
14	49	6
15	0	74
16	76	76
17	80	41
18	42	38
19	55	38
20	80	43
21	54	74
22	38	84
23	54	19
24	47	92
25	30	73
26	79	79
27	14	4
28	2	87
29	90	65
30	77	9
31	9	71
32	6	53
33	48	34
34	84	6
35	91	28
36	53	74
37	60	12
38	21	50
39	77	51
40	36	100
41	83	80
42	77	90
43	93	48
44	68	77
45	9	83
46	59	70
47	86	25
48	77	80
49	54	55
50	17	76
51	99	74
52	51	61
53	11	62
54	25	87
55	98	66
56	50	14
57	66	50
58	22	46
59	77	58
60	88	44
61	78	14
62	19	39
63	13	18
64	63	57
65	18	69
66	71	84
67	93	54
68	62	58
69	75	46
70	8	44
71	92	60
72	24	62
73	20	88
74	26	35
75	27	77
76	61	17
77	33	69
78	48	65
79	61	63
80	54	41
81	1	20
82	40	70
83	81	73
84	94	71
85	61	64
86	93	73
87	27	59
88	3	26
89	25	76
90	69	48
91	95	75
92	2	78
93	54	39
94	5	4
95	91	99
96	56	38
97	2	28
98	86	77
99	58	67
100	69	58
