Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 100
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	15	77
1	55	2
2	52	74
3	99	88
4	74	65
5	82	92
6	26	31
7	57	21
8	46	51
9	68	63
10	57	30
11	16	99
12	13	82
13	90	26
14	71	17
15	54	8
16	25	65
17	55	71
18	68	83
19	39	44
20	27	84
21	54	97
22	30	31
23	10	42
24	51	27
25	80	59
26	95	61
27	28	29
28	67	23
29	14	16
30	90	63
31	95	84
32	5	96
33	63	3
34	32	30
35	22	12
36	25	28
37	70	10
38	83	73
39	72	30
40	66	39
41	86	75
42	75	58
43	56	67
44	44	72
45	96	88
46	95	53
47	1	73
48	20	99
49	15	11
50	31	80
51	71	46
52	31	33
53	49	5
54	81	92
55	58	65
56	77	55
57	6	74
58	30	54
59	30	42
60	75	55
61	85	21
62	77	37
63	45	81
64	77	83
65	16	13
66	40	30
67	26	52
68	50	13
69	70	64
70	12	55
71	1	79
72	10	21
73	24	26
74	80	7
75	98	38
76	35	74
77	95	95
78	19	95
79	16	67
80	22	32
81	34	26
82	28	2
83	42	91
84	24	60
85	83	68
86	51	53
87	45	60
88	32	62
89	93	1
90	39	5
91	23	93
92	38	11
93	7	94
94	92	33
95	18	45
96	42	9
97	2	74
98	52	48
99	89	77
100	38	46
