Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 100
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	78	73
1	60	78
2	46	34
3	56	97
4	14	21
5	48	94
6	14	7
7	51	67
8	87	29
9	13	28
10	53	96
11	62	94
12	22	62
13	36	100
14	0	17
15	78	18
16	0	77
17	33	95
18	1	15
19	11	63
20	61	26
21	55	56
22	45	67
23	85	84
24	61	62
25	53	85
26	60	4
27	81	25
28	5	67
29	10	55
30	65	37
31	47	91
32	28	87
33	27	41
34	94	2
35	73	29
36	50	79
37	82	55
38	74	14
39	20	26
40	85	78
41	42	3
42	71	34
43	25	13
44	21	62
45	43	45
46	96	52
47	53	93
48	55	46
49	31	74
50	75	76
51	25	67
52	91	78
53	66	5
54	79	39
55	1	82
56	10	50
57	87	79
58	19	17
59	24	93
60	88	21
61	41	73
62	4	57
63	36	28
64	88	55
65	74	31
66	58	20
67	44	75
68	10	72
69	84	2
70	2	41
71	61	74
72	3	2
73	39	91
74	100	88
75	98	30
76	39	68
77	52	24
78	63	49
79	25	32
80	54	65
81	26	29
82	21	21
83	95	82
84	48	62
85	54	17
86	51	18
87	28	48
88	45	14
89	87	91
90	76	85
91	58	16
92	22	84
93	63	59
94	15	30
95	42	64
96	92	80
97	97	59
98	10	68
99	34	45
100	61	5
