Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 100
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	93	42
1	46	21
2	75	96
3	76	96
4	30	62
5	56	93
6	16	2
7	62	40
8	40	72
9	33	56
10	75	3
11	84	36
12	76	56
13	90	96
14	10	52
15	91	92
16	51	90
17	65	87
18	43	76
19	32	80
20	86	78
21	33	54
22	46	10
23	45	68
24	38	89
25	78	58
26	96	42
27	12	55
28	73	17
29	27	94
30	81	81
31	74	25
32	17	48
33	48	97
34	84	27
35	8	15
36	59	35
37	7	64
38	12	57
39	71	84
40	21	98
41	96	86
42	3	25
43	3	10
44	90	23
45	13	96
46	85	74
47	90	87
48	12	83
49	10	23
50	4	58
51	98	43
52	47	67
53	4	66
54	10	79
55	56	63
56	92	21
57	49	79
58	9	38
59	20	34
60	58	8
61	70	60
62	74	93
63	78	91
64	19	69
65	61	67
66	22	32
67	36	84
68	13	8
69	43	33
70	51	67
71	59	58
72	16	82
73	91	1
74	42	22
75	68	36
76	72	9
77	12	72
78	19	53
79	14	28
80	87	81
81	98	59
82	75	67
83	100	38
84	85	98
85	32	61
86	65	61
87	77	99
88	27	8
89	65	46
90	47	69
91	94	5
92	95	66
93	42	44
94	5	24
95	16	68
96	34	97
97	10	57
98	15	32
99	3	81
100	58	77
