Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 100
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	70	58
1	90	1
2	31	59
3	39	98
4	0	63
5	7	2
6	13	23
7	11	93
8	63	5
9	69	25
10	25	28
11	40	3
12	81	95
13	8	51
14	85	22
15	53	9
16	32	34
17	15	48
18	69	52
19	8	55
20	17	24
21	79	55
22	48	31
23	68	43
24	75	8
25	84	82
26	96	34
27	27	37
28	72	12
29	77	19
30	54	96
31	6	81
32	49	3
33	89	64
34	56	31
35	11	28
36	29	64
37	25	56
38	25	53
39	53	84
40	90	71
41	13	26
42	23	20
43	27	62
44	100	95
45	19	54
46	69	84
47	55	50
48	16	4
49	21	49
50	15	56
51	98	91
52	41	90
53	45	32
54	89	82
55	21	77
56	49	96
57	71	35
58	98	36
59	24	51
60	65	67
61	90	10
62	96	15
63	39	28
64	19	5
65	32	58
66	8	62
67	86	21
68	50	40
69	54	63
70	25	85
71	91	88
72	83	14
73	90	39
74	55	4
75	67	84
76	58	79
77	64	92
78	41	96
79	60	31
80	34	99
81	64	97
82	40	63
83	56	96
84	43	78
85	83	81
86	60	9
87	49	83
88	15	85
89	17	22
90	67	30
91	70	41
92	63	10
93	28	61
94	51	12
95	87	80
96	29	12
97	70	27
98	54	52
99	57	100
100	96	97
