Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	62	25
1	64	6
2	9	51
3	17	63
4	88	99
5	33	5
6	77	99
7	62	13
8	15	60
9	69	72
10	53	63
11	60	64
12	85	30
13	94	94
14	4	33
15	56	35
16	52	92
17	97	70
18	32	12
19	16	9
20	49	13
21	89	54
22	39	16
23	28	5
24	60	18
25	61	59
26	6	34
27	26	16
28	7	33
29	68	28
30	87	49
31	26	12
32	46	88
33	14	66
34	16	23
35	65	1
36	83	84
37	55	35
38	18	45
39	66	55
40	93	18
41	15	7
42	46	39
43	3	97
44	61	79
45	9	87
46	22	41
47	88	53
48	25	98
49	89	93
50	88	25
51	66	61
52	46	67
53	89	100
54	80	11
55	23	54
56	71	12
57	94	47
58	3	16
59	4	90
60	29	42
61	14	6
62	24	80
63	52	55
64	23	45
65	76	14
66	81	52
67	47	29
68	47	58
69	26	67
70	96	33
71	71	6
72	4	96
73	41	76
74	8	91
75	73	89
76	47	40
77	56	87
78	15	30
79	54	31
80	26	93
81	7	62
82	27	24
83	65	57
84	49	95
85	80	22
86	37	18
87	13	32
88	55	3
89	77	59
90	98	83
91	80	7
92	5	29
93	89	97
94	19	43
95	61	10
96	74	47
97	91	31
98	65	56
99	6	15
100	67	56
101	43	15
102	79	64
103	77	68
104	42	10
105	100	23
106	12	0
107	25	71
108	45	9
109	42	69
110	62	63
111	66	35
112	61	54
113	17	82
114	33	52
115	81	90
116	72	58
117	84	59
118	1	61
119	22	66
120	34	32
121	87	63
122	91	42
123	35	25
124	63	18
125	26	0
126	76	25
127	91	66
128	32	99
129	49	45
130	77	6
131	33	82
132	84	62
133	52	37
134	84	88
135	34	93
136	53	26
137	94	40
138	80	98
139	66	28
140	7	35
141	28	55
142	93	54
143	86	78
144	87	10
145	33	10
146	43	3
147	32	8
148	78	66
149	71	95
150	13	16
151	26	32
152	76	89
153	54	77
154	28	49
155	0	53
156	78	80
157	11	63
158	50	65
159	29	62
160	79	54
161	89	36
162	80	19
163	74	99
164	84	11
165	48	46
166	76	5
167	40	82
168	32	60
169	77	67
170	86	66
171	50	92
172	32	14
173	20	20
174	86	64
175	26	25
176	12	40
177	20	48
178	41	21
179	85	4
180	82	77
181	64	67
182	65	7
183	47	57
184	2	16
185	53	68
186	8	10
187	55	49
188	76	37
189	76	86
190	45	49
191	12	88
192	47	15
193	2	36
194	82	65
195	20	87
196	6	87
197	79	3
198	73	65
199	45	87
200	22	77
