Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	76	71
1	38	17
2	79	27
3	21	61
4	25	78
5	30	62
6	4	16
7	55	0
8	60	93
9	26	77
10	80	24
11	22	33
12	52	72
13	25	61
14	35	2
15	67	21
16	26	35
17	97	5
18	81	61
19	28	61
20	53	69
21	77	22
22	21	48
23	79	52
24	65	94
25	65	48
26	65	5
27	93	20
28	78	89
29	37	89
30	62	67
31	4	4
32	26	88
33	80	47
34	41	46
35	98	8
36	15	27
37	21	0
38	66	55
39	8	12
40	80	68
41	90	46
42	4	12
43	16	52
44	59	69
45	76	8
46	7	98
47	81	51
48	82	31
49	7	6
50	2	80
51	68	25
52	68	1
53	40	85
54	94	92
55	95	45
56	37	35
57	63	15
58	92	88
59	91	58
60	31	29
61	8	42
62	28	48
63	67	82
64	56	7
65	78	7
66	9	50
67	98	50
68	26	81
69	90	33
70	66	8
71	22	28
72	25	59
73	21	65
74	25	65
75	43	84
76	84	29
77	78	77
78	86	58
79	57	35
80	63	98
81	72	43
82	13	34
83	80	37
84	52	96
85	6	64
86	44	40
87	100	57
88	85	42
89	82	70
90	6	68
91	28	92
92	58	70
93	12	69
94	43	64
95	76	61
96	68	27
97	43	70
98	64	2
99	33	53
100	66	18
101	1	65
102	92	19
103	66	42
104	10	26
105	41	70
106	36	9
107	28	57
108	47	94
109	9	36
110	68	89
111	75	30
112	94	58
113	25	14
114	18	12
115	2	85
116	38	57
117	65	88
118	79	63
119	88	9
120	48	98
121	69	73
122	23	95
123	54	73
124	1	81
125	52	64
126	30	48
127	36	24
128	13	94
129	31	61
130	34	15
131	63	31
132	92	66
133	69	51
134	78	82
135	58	99
136	99	80
137	19	48
138	76	19
139	45	48
140	19	54
141	97	2
142	2	46
143	66	44
144	52	82
145	51	68
146	73	51
147	19	8
148	6	37
149	58	38
150	61	77
151	1	71
152	15	38
153	20	34
154	10	68
155	68	4
156	56	75
157	81	68
158	60	80
159	3	5
160	90	6
161	54	53
162	99	52
163	1	48
164	11	4
165	59	97
166	9	41
167	67	97
168	3	78
169	79	34
170	39	20
171	18	82
172	18	49
173	18	42
174	85	37
175	11	37
176	62	92
177	84	4
178	80	39
179	69	97
180	90	40
181	75	43
182	0	54
183	34	65
184	23	47
185	81	17
186	84	39
187	19	37
188	67	20
189	1	73
190	58	93
191	83	86
192	52	9
193	68	70
194	87	25
195	10	18
196	81	60
197	87	56
198	20	89
199	10	79
200	88	31
