Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	25	46
1	19	99
2	5	47
3	79	55
4	30	84
5	63	32
6	84	67
7	5	68
8	74	45
9	82	22
10	8	7
11	60	46
12	30	64
13	9	49
14	94	54
15	71	18
16	69	43
17	95	10
18	17	83
19	33	82
20	74	9
21	17	74
22	56	13
23	99	10
24	17	91
25	67	39
26	2	98
27	47	69
28	94	7
29	83	19
30	23	11
31	0	56
32	24	58
33	61	24
34	2	55
35	9	42
36	18	45
37	13	70
38	27	78
39	1	32
40	99	89
41	4	87
42	47	2
43	92	34
44	91	69
45	34	50
46	93	69
47	52	42
48	72	71
49	0	16
50	59	92
51	50	35
52	83	48
53	7	79
54	49	27
55	40	79
56	7	94
57	46	30
58	76	49
59	30	56
60	3	34
61	38	39
62	39	45
63	0	88
64	11	16
65	37	40
66	53	25
67	87	90
68	10	27
69	94	36
70	39	30
71	31	26
72	48	19
73	87	11
74	86	70
75	90	77
76	26	38
77	11	61
78	64	62
79	6	29
80	52	79
81	35	27
82	14	87
83	42	64
84	51	46
85	12	54
86	84	59
87	83	72
88	41	25
89	62	50
90	40	1
91	89	69
92	72	69
93	12	67
94	34	41
95	22	31
96	25	1
97	100	86
98	38	16
99	31	42
100	77	20
101	38	25
102	32	90
103	94	48
104	23	30
105	46	46
106	67	82
107	36	31
108	68	71
109	38	89
110	83	12
111	94	89
112	73	74
113	77	7
114	86	53
115	55	38
116	72	18
117	92	19
118	98	1
119	54	12
120	46	2
121	56	76
122	62	54
123	30	89
124	57	39
125	28	36
126	7	3
127	55	24
128	56	46
129	53	54
130	86	40
131	10	92
132	39	61
133	32	84
134	65	74
135	41	49
136	76	66
137	49	95
138	84	62
139	61	0
140	99	21
141	61	94
142	71	48
143	30	86
144	49	15
145	54	71
146	30	25
147	81	75
148	93	26
149	57	46
150	78	95
151	26	74
152	98	97
153	20	35
154	59	54
155	10	47
156	68	19
157	57	30
158	5	84
159	35	53
160	43	33
161	49	82
162	77	56
163	44	83
164	68	40
165	8	9
166	50	50
167	71	28
168	10	23
169	9	9
170	78	82
171	48	42
172	53	87
173	78	85
174	4	50
175	76	30
176	45	7
177	46	85
178	51	88
179	65	43
180	10	84
181	67	56
182	60	31
183	27	81
184	26	27
185	94	6
186	98	0
187	35	24
188	61	35
189	23	82
190	28	89
191	50	54
192	76	94
193	93	60
194	41	76
195	1	8
196	83	93
197	53	47
198	49	33
199	35	33
200	75	45
