Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	93	16
1	49	67
2	27	57
3	51	25
4	47	45
5	20	70
6	98	17
7	91	15
8	34	64
9	69	54
10	89	96
11	53	65
12	74	98
13	75	34
14	9	3
15	92	66
16	22	71
17	72	68
18	96	84
19	14	69
20	27	49
21	45	77
22	69	37
23	28	25
24	97	28
25	37	12
26	11	93
27	13	91
28	79	1
29	75	100
30	51	56
31	92	4
32	52	75
33	95	37
34	64	3
35	23	6
36	32	61
37	95	55
38	81	55
39	0	44
40	91	16
41	89	48
42	14	4
43	69	24
44	83	56
45	80	57
46	91	2
47	54	30
48	92	28
49	41	23
50	8	16
51	97	4
52	84	42
53	14	98
54	86	46
55	7	97
56	74	74
57	13	20
58	48	100
59	29	65
60	7	19
61	50	55
62	5	36
63	19	49
64	53	19
65	66	93
66	53	67
67	33	98
68	7	43
69	75	11
70	86	26
71	28	69
72	10	38
73	26	2
74	18	94
75	79	79
76	79	37
77	71	59
78	23	93
79	5	31
80	49	31
81	48	28
82	81	37
83	7	85
84	28	5
85	79	19
86	37	49
87	21	13
88	64	35
89	74	83
90	81	41
91	84	99
92	27	45
93	59	50
94	29	51
95	8	11
96	99	35
97	99	25
98	24	52
99	71	31
100	80	60
101	54	60
102	49	14
103	21	49
104	7	81
105	31	69
106	46	33
107	85	22
108	84	72
109	55	23
110	57	25
111	2	92
112	22	94
113	55	97
114	71	75
115	58	65
116	95	31
117	58	87
118	85	56
119	41	60
120	11	85
121	97	78
122	78	7
123	4	11
124	86	34
125	31	90
126	98	73
127	41	40
128	43	61
129	82	73
130	61	11
131	78	85
132	12	32
133	75	71
134	60	53
135	75	97
136	50	45
137	2	49
138	92	36
139	39	95
140	72	42
141	87	80
142	94	94
143	55	88
144	89	80
145	73	95
146	86	7
147	17	51
148	71	65
149	19	96
150	43	25
151	90	74
152	5	50
153	4	32
154	60	39
155	68	69
156	83	93
157	48	35
158	39	25
159	52	34
160	91	85
161	51	24
162	94	49
163	42	90
164	14	26
165	31	64
166	57	29
167	36	73
168	56	79
169	88	95
170	2	70
171	45	91
172	65	79
173	72	15
174	83	46
175	21	41
176	81	1
177	65	35
178	84	63
179	98	96
180	90	99
181	81	92
182	76	66
183	38	41
184	88	4
185	70	21
186	95	27
187	3	88
188	65	78
189	41	93
190	28	78
191	27	41
192	96	43
193	94	19
194	8	17
195	5	26
196	47	62
197	66	12
198	29	76
199	1	89
200	89	85
