Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	67	73
1	69	48
2	33	96
3	35	24
4	29	77
5	45	62
6	35	9
7	62	88
8	90	79
9	63	3
10	25	28
11	69	72
12	18	55
13	37	100
14	78	23
15	70	71
16	31	56
17	21	86
18	28	95
19	49	74
20	23	7
21	1	98
22	60	4
23	70	49
24	14	73
25	16	41
26	13	68
27	92	92
28	7	81
29	71	21
30	91	16
31	99	34
32	59	10
33	82	32
34	92	9
35	42	15
36	62	43
37	21	12
38	47	22
39	96	18
40	42	76
41	76	57
42	72	84
43	28	66
44	67	95
45	28	3
46	33	92
47	73	84
48	64	15
49	37	62
50	23	75
51	31	20
52	55	81
53	37	29
54	49	25
55	70	25
56	4	26
57	52	48
58	37	93
59	44	11
60	72	3
61	18	39
62	46	49
63	23	49
64	90	68
65	19	91
66	94	93
67	36	50
68	41	33
69	36	12
70	97	44
71	25	95
72	56	78
73	8	50
74	22	81
75	14	34
76	23	25
77	6	65
78	51	49
79	87	46
80	7	80
81	20	78
82	59	30
83	83	59
84	84	29
85	59	68
86	2	75
87	0	40
88	83	1
89	58	41
90	19	95
91	13	34
92	50	99
93	6	56
94	47	21
95	2	83
96	16	80
97	81	22
98	49	20
99	98	92
100	78	11
101	98	42
102	51	80
103	35	64
104	98	81
105	72	39
106	97	53
107	20	1
108	11	74
109	90	28
110	10	59
111	11	61
112	43	9
113	97	59
114	72	60
115	11	81
116	45	40
117	0	20
118	11	86
119	72	62
120	44	19
121	72	4
122	5	35
123	16	13
124	91	19
125	79	38
126	96	24
127	58	69
128	43	28
129	18	70
130	15	14
131	55	53
132	36	91
133	64	29
134	24	86
135	60	18
136	88	31
137	32	36
138	68	88
139	86	42
140	5	17
141	50	82
142	37	42
143	91	87
144	100	10
145	44	75
146	43	12
147	67	23
148	27	55
149	43	37
150	15	37
151	47	10
152	30	49
153	82	73
154	92	24
155	19	48
156	94	67
157	31	100
158	45	2
159	63	87
160	26	45
161	31	35
162	1	49
163	87	97
164	26	37
165	42	52
166	81	65
167	86	2
168	93	22
169	2	98
170	57	21
171	5	83
172	30	82
173	5	68
174	9	63
175	27	30
176	60	40
177	87	49
178	8	86
179	57	71
180	66	61
181	19	23
182	4	59
183	33	53
184	34	13
185	27	32
186	25	23
187	39	89
188	9	93
189	8	7
190	97	47
191	41	69
192	70	16
193	72	61
194	65	49
195	23	35
196	10	64
197	87	39
198	38	73
199	48	9
200	32	1
