Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	55	61
1	25	31
2	49	42
3	99	27
4	75	2
5	59	84
6	29	50
7	16	91
8	27	40
9	79	65
10	36	62
11	32	33
12	88	37
13	23	76
14	6	41
15	46	3
16	55	58
17	40	56
18	76	8
19	86	33
20	95	17
21	37	21
22	66	3
23	41	30
24	58	39
25	4	16
26	21	51
27	60	87
28	55	36
29	82	80
30	19	40
31	9	0
32	93	90
33	14	20
34	39	16
35	99	6
36	75	55
37	41	5
38	95	85
39	65	25
40	67	65
41	73	64
42	28	36
43	14	18
44	18	63
45	13	4
46	63	66
47	39	60
48	51	29
49	52	33
50	27	24
51	88	24
52	15	39
53	23	3
54	35	67
55	96	71
56	94	18
57	10	60
58	29	27
59	90	66
60	84	18
61	37	8
62	88	91
63	42	92
64	31	3
65	99	87
66	94	94
67	92	87
68	32	48
69	74	65
70	68	23
71	37	91
72	98	51
73	82	33
74	61	36
75	74	97
76	77	56
77	18	27
78	10	91
79	12	31
80	46	90
81	41	50
82	60	90
83	44	29
84	56	11
85	29	14
86	44	32
87	78	35
88	51	69
89	93	91
90	27	80
91	43	7
92	38	84
93	58	76
94	12	47
95	39	43
96	28	24
97	2	68
98	11	81
99	65	8
100	35	12
101	61	55
102	77	74
103	2	82
104	42	34
105	91	18
106	95	79
107	63	20
108	20	62
109	4	47
110	40	40
111	97	21
112	22	91
113	52	65
114	99	37
115	67	11
116	32	89
117	84	68
118	48	33
119	82	39
120	74	57
121	62	80
122	0	54
123	93	86
124	94	3
125	38	12
126	9	57
127	57	85
128	91	30
129	96	45
130	40	31
131	55	54
132	24	31
133	54	14
134	3	98
135	79	41
136	68	4
137	35	16
138	42	31
139	80	86
140	46	75
141	87	18
142	96	86
143	75	85
144	13	33
145	82	87
146	18	42
147	21	81
148	6	81
149	67	31
150	53	58
151	50	52
152	59	94
153	77	48
154	86	39
155	65	26
156	79	97
157	16	93
158	47	19
159	2	98
160	80	47
161	1	52
162	80	49
163	50	63
164	87	36
165	59	34
166	75	6
167	37	63
168	98	99
169	97	73
170	63	9
171	77	44
172	9	41
173	33	41
174	70	50
175	78	30
176	1	69
177	80	75
178	40	35
179	18	1
180	93	44
181	6	17
182	12	40
183	77	92
184	52	44
185	46	68
186	69	77
187	35	3
188	70	33
189	84	46
190	42	79
191	32	13
192	1	51
193	90	73
194	77	88
195	89	22
196	64	9
197	27	53
198	73	58
199	95	89
200	2	8
