Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	48	67
1	51	65
2	13	74
3	3	37
4	56	49
5	29	31
6	0	4
7	90	0
8	30	19
9	4	89
10	75	48
11	15	73
12	22	55
13	19	66
14	90	43
15	78	15
16	68	7
17	74	26
18	47	96
19	37	27
20	45	6
21	81	19
22	61	78
23	15	24
24	48	46
25	25	80
26	46	86
27	22	76
28	72	26
29	43	4
30	100	64
31	88	5
32	18	51
33	11	77
34	18	89
35	9	49
36	97	100
37	52	65
38	6	17
39	2	90
40	57	53
41	42	79
42	8	95
43	80	37
44	22	84
45	44	87
46	53	30
47	33	82
48	34	12
49	44	97
50	11	25
51	26	8
52	23	18
53	3	6
54	55	79
55	2	67
56	72	25
57	24	1
58	47	43
59	9	17
60	10	38
61	25	29
62	25	44
63	29	24
64	7	45
65	32	33
66	13	69
67	24	22
68	89	88
69	78	40
70	36	13
71	97	41
72	58	88
73	21	23
74	52	89
75	60	94
76	28	35
77	67	15
78	91	100
79	18	25
80	80	47
81	12	96
82	13	73
83	65	28
84	15	79
85	95	34
86	77	56
87	92	16
88	35	7
89	58	90
90	15	81
91	8	61
92	23	65
93	28	93
94	32	82
95	72	96
96	49	53
97	2	64
98	6	82
99	41	77
100	73	99
101	53	17
102	8	40
103	25	7
104	76	88
105	43	13
106	31	60
107	60	26
108	93	57
109	46	75
110	32	66
111	92	60
112	62	41
113	95	79
114	89	32
115	71	35
116	87	98
117	29	88
118	66	84
119	58	49
120	7	81
121	56	66
122	98	56
123	49	15
124	89	80
125	36	43
126	77	17
127	6	60
128	24	28
129	64	49
130	60	48
131	3	84
132	35	67
133	75	8
134	89	99
135	85	89
136	7	71
137	60	91
138	18	91
139	37	68
140	17	45
141	91	40
142	56	91
143	70	51
144	89	73
145	57	49
146	23	47
147	13	22
148	50	35
149	25	4
150	17	87
151	25	92
152	8	88
153	95	94
154	94	75
155	14	39
156	34	4
157	82	79
158	62	35
159	68	5
160	66	74
161	5	19
162	83	36
163	5	63
164	16	76
165	89	72
166	94	41
167	27	38
168	95	1
169	77	49
170	35	12
171	97	0
172	51	47
173	59	34
174	91	87
175	12	11
176	17	70
177	14	62
178	51	13
179	9	35
180	69	100
181	55	69
182	69	42
183	68	23
184	7	20
185	2	94
186	51	94
187	32	39
188	33	9
189	50	49
190	43	75
191	43	71
192	56	43
193	68	52
194	37	65
195	87	85
196	2	60
197	91	22
198	91	65
199	51	57
200	35	95
