Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	74	38
1	56	45
2	82	15
3	56	42
4	26	5
5	49	100
6	84	14
7	41	66
8	67	3
9	14	44
10	57	89
11	90	21
12	3	63
13	22	94
14	79	33
15	44	42
16	60	13
17	59	75
18	10	61
19	84	8
20	45	7
21	41	95
22	74	50
23	19	69
24	60	75
25	80	26
26	15	85
27	43	88
28	85	69
29	23	2
30	8	23
31	50	91
32	25	38
33	50	25
34	31	67
35	13	30
36	15	1
37	30	87
38	9	48
39	22	62
40	85	47
41	45	2
42	8	29
43	92	39
44	99	36
45	77	53
46	5	15
47	26	10
48	44	14
49	52	50
50	7	73
51	44	31
52	88	50
53	50	100
54	40	75
55	75	99
56	1	72
57	80	90
58	5	40
59	9	86
60	31	27
61	13	85
62	82	1
63	15	93
64	57	45
65	79	32
66	14	75
67	18	15
68	86	20
69	25	85
70	38	51
71	40	16
72	31	5
73	44	37
74	90	89
75	4	20
76	34	13
77	50	63
78	65	30
79	1	14
80	70	37
81	35	82
82	45	20
83	16	60
84	93	82
85	71	24
86	85	51
87	22	23
88	63	3
89	86	19
90	63	100
91	30	10
92	26	63
93	99	84
94	95	0
95	9	24
96	54	1
97	16	39
98	8	10
99	62	25
100	58	9
101	91	25
102	81	100
103	66	11
104	53	29
105	47	37
106	40	51
107	79	3
108	89	55
109	60	68
110	29	67
111	4	51
112	48	49
113	9	71
114	27	98
115	17	46
116	100	78
117	84	25
118	40	79
119	58	48
120	20	48
121	58	24
122	54	72
123	85	25
124	73	64
125	24	68
126	41	35
127	92	4
128	54	98
129	89	71
130	40	92
131	85	38
132	99	67
133	35	88
134	95	20
135	23	81
136	51	26
137	42	39
138	50	47
139	21	78
140	92	72
141	75	61
142	18	65
143	20	67
144	41	67
145	24	65
146	3	52
147	11	92
148	3	59
149	21	7
150	90	10
151	28	34
152	96	34
153	11	68
154	91	13
155	2	45
156	28	64
157	83	55
158	65	68
159	74	4
160	42	78
161	71	3
162	87	90
163	79	81
164	25	41
165	12	3
166	88	87
167	82	10
168	73	47
169	68	29
170	57	60
171	82	86
172	25	26
173	14	84
174	2	12
175	83	58
176	59	56
177	79	66
178	77	75
179	15	51
180	44	100
181	64	26
182	66	45
183	31	90
184	64	42
185	7	63
186	40	31
187	58	37
188	95	49
189	20	13
190	64	14
191	14	47
192	55	31
193	88	59
194	75	25
195	84	31
196	4	28
197	29	52
198	18	28
199	65	32
200	17	99
