Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	12	36
1	97	99
2	44	84
3	91	84
4	34	33
5	29	8
6	95	39
7	1	64
8	87	39
9	87	88
10	38	7
11	55	65
12	75	64
13	84	76
14	48	19
15	10	73
16	77	49
17	51	14
18	93	82
19	11	68
20	4	7
21	19	5
22	72	70
23	5	87
24	14	72
25	65	80
26	15	38
27	18	94
28	88	66
29	15	78
30	37	37
31	90	70
32	76	74
33	19	38
34	65	52
35	80	8
36	97	36
37	77	7
38	18	47
39	22	30
40	3	45
41	35	54
42	61	19
43	58	4
44	14	67
45	45	1
46	8	74
47	21	87
48	2	61
49	76	67
50	99	7
51	85	67
52	51	26
53	7	23
54	31	100
55	82	31
56	68	47
57	59	57
58	59	26
59	73	34
60	61	62
61	11	56
62	53	76
63	89	87
64	87	38
65	66	1
66	22	87
67	30	59
68	48	63
69	80	65
70	98	89
71	27	80
72	60	44
73	60	39
74	82	65
75	71	74
76	82	24
77	19	58
78	56	19
79	97	90
80	5	10
81	95	40
82	54	61
83	33	52
84	8	8
85	33	48
86	99	4
87	21	21
88	74	80
89	29	55
90	94	68
91	82	69
92	65	6
93	36	22
94	91	4
95	63	64
96	68	61
97	36	90
98	5	27
99	30	68
100	93	3
101	67	92
102	3	60
103	37	52
104	43	80
105	21	61
106	51	95
107	46	18
108	44	38
109	99	68
110	23	61
111	21	33
112	31	53
113	29	60
114	73	7
115	70	81
116	3	67
117	52	17
118	70	2
119	68	23
120	43	43
121	60	17
122	97	37
123	23	71
124	91	27
125	7	21
126	7	49
127	20	75
128	89	26
129	79	61
130	50	57
131	20	19
132	83	97
133	19	48
134	52	2
135	21	36
136	88	50
137	31	86
138	69	9
139	85	32
140	18	61
141	28	6
142	90	55
143	26	18
144	78	99
145	54	8
146	16	57
147	60	61
148	14	69
149	69	13
150	89	61
151	18	49
152	33	57
153	88	34
154	92	57
155	22	59
156	79	3
157	92	53
158	9	94
159	19	46
160	74	69
161	92	18
162	45	16
163	89	43
164	22	35
165	66	43
166	14	9
167	100	70
168	77	1
169	50	30
170	85	55
171	38	61
172	68	95
173	97	94
174	90	8
175	96	95
176	93	8
177	93	12
178	98	72
179	18	50
180	70	28
181	39	73
182	50	1
183	18	63
184	55	94
185	1	47
186	55	4
187	55	1
188	20	59
189	7	65
190	51	68
191	68	53
192	94	71
193	24	15
194	28	90
195	76	22
196	64	57
197	86	39
198	9	22
199	44	42
200	46	28
