Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	78	98
1	32	89
2	75	93
3	11	96
4	91	2
5	13	13
6	52	37
7	75	49
8	21	6
9	48	74
10	48	9
11	17	36
12	44	96
13	39	93
14	3	57
15	85	54
16	68	77
17	88	3
18	93	35
19	64	93
20	68	66
21	28	65
22	73	78
23	61	98
24	33	44
25	57	48
26	27	38
27	99	70
28	30	73
29	95	78
30	42	78
31	27	53
32	79	77
33	43	41
34	83	32
35	38	60
36	33	78
37	64	50
38	90	31
39	7	84
40	86	3
41	73	84
42	78	85
43	31	55
44	75	48
45	35	75
46	60	27
47	91	65
48	13	10
49	82	68
50	72	31
51	21	61
52	16	74
53	41	40
54	19	78
55	93	89
56	59	67
57	71	80
58	29	90
59	12	12
60	35	78
61	16	36
62	22	32
63	21	81
64	28	31
65	70	18
66	87	69
67	27	78
68	99	30
69	54	70
70	76	89
71	30	10
72	87	61
73	4	1
74	11	85
75	72	80
76	19	58
77	74	79
78	99	9
79	91	5
80	34	33
81	50	87
82	62	73
83	98	6
84	18	63
85	79	42
86	83	27
87	54	61
88	56	48
89	4	78
90	58	95
91	67	15
92	90	27
93	22	90
94	62	66
95	4	57
96	94	51
97	42	38
98	33	60
99	7	57
100	63	30
101	67	22
102	64	46
103	30	68
104	6	34
105	81	6
106	6	31
107	82	84
108	63	61
109	52	17
110	86	2
111	87	74
112	26	60
113	45	1
114	38	39
115	52	60
116	76	29
117	50	43
118	46	90
119	53	76
120	31	65
121	23	46
122	97	98
123	32	75
124	8	79
125	34	76
126	51	5
127	99	7
128	99	77
129	35	70
130	20	11
131	60	57
132	52	100
133	37	4
134	59	92
135	45	45
136	76	26
137	95	26
138	74	90
139	56	87
140	47	40
141	16	48
142	39	56
143	26	24
144	35	58
145	69	4
146	23	64
147	87	7
148	40	20
149	14	68
150	36	78
151	55	49
152	41	45
153	42	39
154	84	92
155	26	37
156	54	44
157	24	80
158	34	25
159	82	8
160	11	1
161	78	29
162	95	79
163	16	85
164	42	11
165	47	65
166	14	64
167	61	81
168	78	89
169	85	43
170	76	81
171	37	59
172	58	31
173	61	85
174	23	73
175	9	57
176	55	42
177	75	37
178	88	27
179	60	80
180	12	33
181	79	91
182	32	55
183	70	46
184	93	67
185	26	63
186	2	23
187	16	98
188	40	82
189	12	39
190	99	51
191	77	87
192	49	62
193	48	84
194	57	70
195	57	99
196	59	87
197	32	4
198	33	49
199	16	66
200	45	28
