Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 200
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	93	5
1	1	9
2	89	19
3	27	41
4	23	32
5	17	47
6	90	63
7	67	34
8	3	12
9	17	11
10	29	57
11	37	16
12	53	90
13	69	8
14	75	23
15	77	45
16	39	28
17	91	47
18	6	21
19	19	77
20	60	57
21	18	48
22	72	58
23	78	73
24	94	30
25	29	70
26	25	95
27	11	41
28	9	93
29	30	44
30	11	79
31	32	68
32	35	72
33	10	24
34	21	80
35	98	82
36	96	63
37	48	47
38	8	45
39	50	17
40	13	47
41	94	7
42	66	59
43	24	92
44	59	4
45	3	42
46	72	26
47	14	7
48	83	51
49	36	32
50	88	55
51	9	45
52	94	85
53	26	11
54	25	66
55	83	89
56	8	44
57	99	90
58	77	98
59	56	58
60	62	72
61	64	94
62	7	44
63	8	39
64	78	10
65	64	13
66	2	84
67	65	55
68	7	87
69	88	57
70	92	40
71	42	20
72	18	27
73	46	37
74	23	40
75	49	29
76	65	74
77	8	46
78	3	93
79	59	45
80	4	21
81	3	63
82	1	83
83	42	6
84	80	60
85	84	58
86	19	67
87	59	41
88	73	34
89	52	21
90	13	89
91	15	3
92	10	16
93	43	96
94	91	10
95	83	8
96	36	84
97	79	32
98	62	47
99	84	94
100	48	22
101	82	39
102	54	21
103	29	86
104	93	28
105	51	69
106	92	28
107	29	75
108	27	30
109	93	97
110	40	9
111	60	14
112	40	26
113	31	22
114	1	46
115	99	20
116	37	23
117	64	78
118	88	58
119	16	94
120	88	1
121	90	59
122	50	19
123	31	49
124	37	80
125	98	52
126	61	85
127	33	53
128	72	4
129	17	89
130	77	32
131	60	87
132	64	37
133	26	7
134	52	8
135	48	6
136	62	73
137	34	23
138	14	1
139	30	28
140	51	53
141	15	19
142	5	8
143	14	18
144	79	1
145	9	41
146	90	33
147	8	99
148	35	69
149	84	10
150	18	84
151	17	66
152	5	93
153	64	48
154	53	91
155	97	20
156	73	70
157	15	11
158	64	27
159	80	4
160	98	32
161	94	40
162	78	55
163	48	66
164	49	50
165	66	25
166	97	74
167	83	22
168	1	38
169	74	70
170	78	85
171	71	35
172	94	74
173	83	90
174	70	72
175	72	11
176	58	35
177	76	2
178	21	84
179	50	2
180	93	40
181	16	42
182	42	43
183	71	24
184	23	11
185	76	82
186	39	58
187	55	87
188	99	41
189	24	74
190	96	47
191	98	40
192	77	80
193	73	95
194	40	81
195	52	19
196	47	28
197	96	5
198	47	38
199	72	25
200	35	46
