Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 150
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	66	8
1	62	48
2	41	86
3	99	7
4	22	60
5	53	35
6	16	1
7	95	23
8	89	41
9	76	22
10	26	69
11	59	6
12	48	33
13	21	47
14	10	11
15	45	71
16	40	52
17	26	26
18	44	32
19	2	46
20	31	42
21	13	35
22	77	47
23	27	43
24	2	26
25	32	72
26	64	56
27	12	89
28	41	15
29	29	66
30	20	93
31	17	31
32	51	84
33	14	61
34	86	30
35	44	88
36	71	14
37	53	53
38	3	50
39	38	78
40	12	88
41	61	96
42	2	71
43	83	2
44	97	56
45	17	68
46	11	48
47	28	89
48	24	59
49	87	97
50	60	27
51	9	9
52	37	20
53	61	55
54	17	61
55	98	43
56	5	89
57	99	9
58	23	96
59	56	17
60	21	61
61	98	40
62	44	13
63	99	4
64	10	49
65	58	19
66	36	35
67	81	78
68	48	22
69	75	48
70	23	98
71	82	39
72	98	7
73	38	65
74	85	76
75	18	98
76	51	49
77	37	11
78	62	86
79	58	24
80	89	38
81	93	52
82	63	35
83	49	52
84	55	99
85	88	81
86	2	42
87	65	60
88	33	37
89	19	61
90	28	24
91	60	98
92	48	56
93	54	47
94	84	33
95	31	87
96	68	30
97	12	63
98	68	69
99	6	82
100	34	43
101	46	43
102	11	43
103	30	92
104	84	88
105	38	33
106	66	16
107	74	62
108	4	33
109	20	60
110	9	85
111	51	24
112	84	41
113	89	58
114	57	47
115	46	8
116	91	63
117	46	62
118	89	14
119	58	8
120	49	86
121	46	57
122	94	94
123	58	25
124	38	46
125	61	97
126	13	39
127	53	55
128	0	4
129	48	85
130	11	47
131	68	59
132	59	84
133	40	9
134	51	35
135	37	76
136	58	71
137	45	51
138	84	69
139	12	13
140	99	78
141	54	50
142	49	57
143	75	91
144	8	69
145	69	31
146	93	8
147	72	57
148	0	45
149	34	95
150	89	50
