Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 150
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	49	84
1	6	96
2	92	42
3	27	69
4	92	96
5	69	44
6	19	85
7	3	99
8	29	32
9	47	48
10	97	90
11	57	57
12	97	77
13	12	24
14	73	16
15	18	45
16	31	30
17	45	72
18	11	84
19	92	53
20	53	42
21	43	60
22	35	39
23	67	27
24	76	7
25	37	67
26	93	80
27	40	4
28	15	16
29	20	98
30	22	43
31	54	93
32	20	83
33	90	54
34	33	56
35	46	38
36	7	20
37	6	65
38	8	46
39	7	26
40	18	84
41	55	91
42	6	21
43	59	71
44	80	85
45	33	80
46	88	2
47	39	54
48	86	52
49	35	88
50	43	29
51	96	23
52	81	67
53	64	67
54	40	19
55	8	65
56	65	58
57	45	13
58	85	93
59	0	29
60	9	56
61	58	71
62	89	65
63	84	19
64	80	14
65	76	11
66	53	92
67	6	50
68	82	89
69	27	64
70	65	87
71	8	58
72	6	87
73	55	14
74	6	91
75	1	87
76	97	66
77	5	64
78	72	18
79	54	22
80	29	11
81	11	53
82	5	48
83	90	96
84	95	58
85	6	44
86	43	94
87	97	57
88	8	97
89	36	69
90	74	28
91	54	96
92	19	21
93	89	43
94	10	64
95	67	35
96	39	50
97	44	31
98	66	16
99	16	84
100	82	10
101	18	85
102	61	2
103	18	56
104	16	78
105	40	42
106	22	29
107	2	46
108	26	89
109	27	83
110	6	22
111	91	71
112	94	5
113	78	55
114	34	30
115	5	74
116	85	47
117	80	58
118	36	87
119	70	88
120	52	86
121	25	87
122	10	37
123	44	70
124	48	6
125	37	48
126	90	24
127	51	86
128	55	16
129	22	26
130	33	40
131	32	68
132	22	36
133	14	22
134	12	39
135	2	29
136	17	43
137	50	49
138	27	11
139	31	40
140	93	71
141	45	93
142	20	22
143	24	75
144	64	85
145	88	33
146	16	14
147	23	10
148	91	12
149	45	29
150	63	66
