Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 150
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	98	15
1	29	23
2	80	94
3	40	54
4	54	83
5	1	25
6	99	30
7	48	9
8	87	97
9	23	68
10	38	44
11	14	66
12	97	85
13	15	86
14	95	34
15	84	92
16	72	29
17	92	53
18	17	59
19	68	75
20	91	56
21	3	42
22	11	14
23	39	24
24	38	78
25	93	54
26	66	54
27	51	23
28	37	9
29	75	3
30	94	88
31	63	47
32	93	33
33	7	68
34	75	27
35	79	50
36	43	40
37	98	5
38	18	8
39	4	4
40	32	23
41	5	22
42	37	63
43	1	8
44	84	37
45	62	21
46	38	70
47	73	57
48	1	23
49	8	90
50	12	50
51	53	70
52	67	93
53	38	76
54	56	33
55	3	93
56	61	74
57	55	3
58	88	90
59	31	46
60	93	20
61	45	60
62	86	23
63	15	46
64	44	87
65	58	59
66	41	15
67	46	91
68	21	62
69	6	37
70	13	52
71	76	100
72	24	64
73	70	40
74	5	95
75	88	23
76	27	3
77	19	59
78	55	28
79	66	7
80	71	3
81	46	25
82	27	54
83	92	32
84	68	85
85	12	80
86	28	67
87	39	99
88	21	16
89	5	97
90	32	79
91	95	93
92	48	18
93	10	69
94	10	8
95	83	98
96	33	39
97	93	60
98	87	36
99	4	80
100	74	91
101	95	18
102	97	22
103	87	32
104	55	45
105	43	49
106	61	82
107	54	77
108	24	89
109	69	59
110	72	28
111	99	42
112	85	55
113	43	46
114	92	74
115	73	89
116	6	1
117	20	74
118	65	1
119	92	3
120	34	55
121	94	89
122	43	86
123	45	58
124	24	32
125	77	12
126	16	91
127	26	28
128	86	2
129	74	86
130	68	19
131	69	74
132	37	23
133	81	93
134	34	28
135	7	86
136	66	42
137	98	25
138	76	13
139	26	88
140	22	53
141	42	28
142	67	42
143	54	10
144	98	19
145	86	93
146	91	63
147	39	21
148	40	59
149	3	29
150	56	69
