Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 150
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	59	16
1	67	91
2	21	81
3	15	27
4	34	82
5	94	46
6	1	22
7	5	68
8	51	9
9	84	38
10	13	1
11	92	41
12	7	77
13	95	0
14	34	57
15	38	30
16	57	98
17	50	80
18	59	96
19	68	31
20	83	23
21	20	100
22	19	24
23	64	93
24	65	10
25	13	82
26	12	55
27	55	25
28	78	58
29	81	29
30	55	65
31	39	56
32	86	100
33	36	74
34	36	24
35	95	68
36	64	58
37	82	90
38	88	82
39	28	86
40	19	65
41	56	61
42	72	19
43	17	31
44	32	44
45	84	18
46	71	57
47	71	36
48	10	56
49	47	33
50	2	37
51	8	24
52	50	100
53	66	87
54	29	57
55	39	53
56	17	90
57	86	81
58	8	71
59	68	13
60	30	81
61	89	29
62	19	52
63	1	96
64	70	65
65	9	5
66	37	20
67	75	25
68	89	28
69	60	47
70	93	26
71	87	43
72	38	69
73	80	33
74	63	4
75	50	67
76	9	80
77	89	19
78	61	87
79	48	6
80	86	94
81	50	28
82	49	75
83	15	36
84	7	86
85	56	20
86	55	82
87	19	44
88	42	49
89	19	3
90	10	30
91	60	30
92	86	19
93	75	29
94	89	11
95	83	74
96	56	73
97	2	33
98	74	21
99	2	64
100	9	85
101	50	46
102	22	36
103	33	86
104	66	45
105	86	67
106	48	72
107	48	78
108	54	40
109	45	97
110	22	93
111	32	50
112	57	99
113	99	40
114	76	88
115	60	56
116	79	99
117	40	56
118	26	10
119	80	38
120	25	35
121	68	88
122	5	71
123	15	30
124	86	51
125	98	48
126	7	13
127	72	25
128	42	34
129	81	59
130	47	28
131	69	100
132	79	70
133	27	70
134	30	45
135	65	11
136	13	66
137	53	25
138	38	85
139	17	43
140	31	28
141	38	98
142	21	71
143	36	28
144	43	7
145	87	93
146	7	3
147	61	25
148	46	6
149	15	1
150	24	97
