Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 150
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	30	89
1	61	60
2	83	17
3	77	35
4	22	17
5	87	95
6	25	88
7	49	33
8	75	41
9	5	73
10	98	50
11	9	51
12	33	17
13	68	64
14	93	29
15	79	11
16	59	64
17	11	13
18	36	60
19	23	22
20	23	90
21	51	26
22	33	46
23	60	44
24	2	93
25	6	19
26	30	86
27	86	16
28	96	13
29	28	21
30	84	60
31	10	48
32	58	54
33	40	54
34	43	84
35	4	75
36	25	63
37	98	65
38	44	18
39	65	73
40	81	76
41	52	21
42	23	44
43	88	34
44	11	26
45	30	72
46	32	3
47	51	14
48	85	7
49	29	69
50	74	99
51	15	30
52	46	12
53	22	57
54	49	54
55	36	27
56	10	22
57	73	11
58	12	40
59	89	13
60	81	66
61	69	56
62	43	67
63	1	39
64	79	38
65	61	33
66	31	29
67	6	62
68	80	80
69	20	35
70	68	20
71	98	58
72	66	26
73	5	8
74	62	9
75	14	98
76	90	8
77	44	4
78	51	76
79	13	92
80	54	25
81	22	10
82	40	17
83	78	91
84	98	75
85	91	27
86	49	0
87	29	55
88	2	51
89	86	23
90	64	98
91	42	78
92	99	94
93	55	38
94	16	70
95	90	84
96	3	14
97	1	57
98	59	17
99	89	74
100	51	72
101	38	49
102	66	91
103	60	49
104	51	25
105	57	58
106	39	72
107	5	83
108	47	30
109	8	68
110	30	5
111	90	66
112	99	15
113	93	22
114	71	3
115	45	10
116	68	10
117	67	7
118	24	7
119	77	11
120	23	42
121	62	5
122	35	11
123	90	79
124	52	90
125	10	98
126	9	53
127	26	31
128	89	6
129	91	41
130	89	63
131	10	39
132	55	95
133	87	0
134	55	76
135	16	55
136	8	61
137	48	47
138	29	10
139	33	79
140	10	11
141	71	19
142	0	99
143	60	10
144	3	28
145	96	43
146	54	98
147	99	41
148	96	97
149	11	15
150	18	44
