Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 150
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	23	38
1	12	56
2	11	91
3	44	70
4	97	67
5	59	67
6	72	79
7	9	70
8	69	73
9	74	37
10	75	51
11	7	81
12	86	70
13	50	87
14	68	22
15	6	54
16	40	48
17	13	44
18	45	87
19	3	61
20	22	17
21	93	39
22	52	91
23	99	74
24	83	14
25	4	65
26	10	73
27	86	7
28	16	70
29	34	1
30	47	60
31	46	18
32	38	45
33	54	94
34	43	35
35	61	77
36	0	19
37	32	11
38	90	59
39	36	90
40	97	51
41	65	43
42	60	61
43	39	97
44	96	95
45	21	82
46	93	88
47	47	19
48	73	87
49	95	54
50	88	16
51	6	80
52	71	83
53	74	15
54	11	29
55	9	78
56	57	71
57	19	14
58	21	52
59	80	33
60	4	36
61	61	10
62	97	58
63	72	87
64	81	93
65	97	62
66	89	24
67	79	73
68	50	83
69	18	76
70	71	60
71	60	37
72	85	28
73	30	10
74	16	98
75	77	38
76	97	49
77	4	51
78	78	39
79	41	93
80	74	50
81	26	47
82	85	69
83	74	100
84	33	60
85	68	7
86	53	31
87	84	10
88	84	42
89	64	57
90	99	68
91	50	76
92	7	60
93	7	66
94	82	17
95	24	48
96	42	11
97	51	29
98	43	78
99	37	44
100	92	20
101	31	13
102	66	34
103	27	78
104	33	98
105	91	70
106	49	45
107	73	51
108	47	56
109	27	6
110	84	91
111	46	3
112	56	93
113	43	18
114	56	91
115	69	30
116	79	35
117	18	90
118	51	77
119	91	63
120	92	46
121	85	53
122	75	28
123	72	9
124	7	92
125	26	9
126	87	76
127	85	52
128	62	79
129	77	14
130	48	67
131	24	24
132	23	42
133	40	22
134	74	82
135	30	28
136	96	2
137	22	3
138	13	33
139	27	34
140	55	89
141	70	9
142	23	6
143	70	28
144	86	20
145	30	9
146	68	78
147	6	31
148	31	43
149	14	88
150	31	91
