Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	56	16
1	2	17
2	73	3
3	79	25
4	89	83
5	20	68
6	51	39
7	54	62
8	66	58
9	52	60
10	18	94
11	87	91
12	35	73
13	81	23
14	45	56
15	94	22
16	81	9
17	52	64
18	89	22
19	77	73
20	88	16
21	10	52
22	35	75
23	93	59
24	59	51
25	1	16
26	94	73
27	85	95
28	99	17
29	32	60
30	73	51
31	78	20
32	67	28
33	1	81
34	3	37
35	32	22
36	84	76
37	83	11
38	29	75
39	65	81
40	1	14
41	78	64
42	64	71
43	35	27
44	41	53
45	27	94
46	7	37
47	78	3
48	90	70
49	88	74
50	16	62
