Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	92	41
1	55	89
2	31	98
3	6	50
4	75	82
5	13	38
6	52	62
7	63	48
8	37	60
9	96	3
10	98	34
11	12	35
12	92	90
13	93	31
14	4	93
15	48	19
16	43	81
17	21	44
18	84	54
19	83	18
20	75	62
21	43	88
22	99	42
23	96	12
24	5	26
25	51	83
26	96	95
27	47	97
28	99	78
29	10	94
30	100	72
31	52	70
32	54	1
33	65	9
34	80	68
35	20	4
36	35	31
37	9	32
38	68	52
39	54	54
40	78	50
41	16	91
42	42	12
43	17	67
44	60	85
45	33	51
46	78	12
47	50	2
48	26	25
49	41	46
50	54	64
