Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	72	57
1	31	21
2	89	96
3	4	38
4	73	87
5	56	60
6	42	73
7	10	84
8	41	72
9	10	40
10	53	48
11	66	50
12	4	25
13	67	14
14	40	47
15	65	63
16	58	17
17	27	19
18	70	5
19	72	98
20	71	66
21	74	5
22	99	62
23	64	53
24	55	24
25	99	60
26	71	52
27	37	39
28	95	81
29	86	61
30	79	21
31	66	82
32	43	88
33	55	29
34	95	49
35	41	36
36	80	82
37	78	4
38	52	85
39	52	12
40	25	31
41	48	22
42	0	99
43	44	17
44	29	89
45	10	16
46	15	39
47	35	4
48	7	61
49	67	21
50	78	8
