Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	96	38
1	70	29
2	60	76
3	51	52
4	22	93
5	83	19
6	6	67
7	49	62
8	13	40
9	20	49
10	68	20
11	95	54
12	58	53
13	48	53
14	19	89
15	12	76
16	38	84
17	10	13
18	100	77
19	0	11
20	53	98
21	16	57
22	31	19
23	70	79
24	3	22
25	16	70
26	75	89
27	33	54
28	36	97
29	18	15
30	61	11
31	60	95
32	59	55
33	80	77
34	85	85
35	2	87
36	9	98
37	56	2
38	53	32
39	66	1
40	88	93
41	16	65
42	6	40
43	68	53
44	60	84
45	14	43
46	91	31
47	31	93
48	14	12
49	30	98
50	9	41
