Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	22	75
1	40	76
2	30	85
3	10	75
4	78	80
5	72	65
6	45	77
7	62	14
8	50	98
9	44	7
10	47	86
11	1	92
12	63	21
13	71	77
14	46	75
15	34	90
16	65	38
17	97	29
18	23	72
19	92	85
20	31	19
21	24	6
22	6	13
23	90	59
24	27	24
25	5	56
26	24	1
27	54	25
28	38	13
29	4	62
30	13	78
31	7	64
32	64	72
33	13	82
34	90	6
35	24	73
36	67	59
37	32	10
38	87	65
39	39	25
40	90	46
41	19	36
42	47	60
43	25	44
44	38	93
45	89	34
46	89	42
47	28	92
48	14	20
49	90	48
50	22	40
