Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	27	18
1	82	29
2	64	83
3	51	40
4	61	86
5	24	86
6	88	18
7	68	98
8	26	60
9	14	6
10	53	42
11	44	16
12	63	88
13	6	53
14	6	16
15	94	56
16	72	97
17	18	58
18	96	52
19	90	63
20	17	90
21	63	28
22	63	61
23	30	78
24	93	41
25	44	61
26	81	5
27	56	59
28	51	15
29	13	78
30	70	75
31	49	20
32	92	91
33	86	66
34	68	70
35	76	76
36	19	4
37	25	30
38	67	90
39	2	9
40	53	96
41	88	62
42	8	52
43	69	37
44	14	79
45	27	25
46	40	5
47	29	6
48	58	14
49	65	39
50	47	63
