Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	38	13
1	79	86
2	56	4
3	53	90
4	91	2
5	15	23
6	74	9
7	47	40
8	81	7
9	93	73
10	86	38
11	4	4
12	81	38
13	77	60
14	83	40
15	29	12
16	68	67
17	61	78
18	54	20
19	73	18
20	61	94
21	67	1
22	70	12
23	12	61
24	31	26
25	4	99
26	15	64
27	89	47
28	71	73
29	93	75
30	90	40
31	15	33
32	24	48
33	47	12
34	74	29
35	40	32
36	83	89
37	23	26
38	53	68
39	74	28
40	39	89
41	32	41
42	3	83
43	85	99
44	9	34
45	4	73
46	42	31
47	49	62
48	12	64
49	33	19
50	46	67
