Traveling Repairman Problem (TRP) Instances based on uniform distribution. Designed by Amir Salehipour, University of Antwerp, 2006.
Number-of-machines: 50
Lowest range: 0
Highest range: 100

No.	x-Coor	y-Coor
0	64	17
1	88	1
2	96	19
3	46	75
4	27	84
5	20	2
6	4	56
7	85	9
8	55	59
9	79	84
10	50	42
11	51	59
12	6	54
13	75	77
14	58	69
15	67	50
16	31	65
17	80	90
18	24	84
19	8	10
20	66	87
21	74	73
22	35	10
23	30	95
24	94	50
25	54	84
26	64	86
27	58	8
28	59	58
29	6	76
30	16	12
31	44	42
32	48	41
33	43	90
34	41	13
35	77	31
36	38	30
37	98	62
38	14	10
39	67	15
40	2	29
41	86	50
42	66	11
43	84	18
44	76	16
45	25	59
46	90	6
47	62	35
48	93	40
49	23	92
50	100	78
